Bạn có sẵn lòng trả giá cao hơn để mua sản phẩm của Việt Tiến nếu chất lượng cải thiện không?,Thời điểm nào trong ngày bạn mua hàng nhiều nhất?,Bạn quan tâm đến loại sản phẩm nào?,Bạn thường mua sản phẩm ở đâu?,Bạn thường dành bao nhiêu thời gian trong ngày để sử dụng mạng xã hội?,Thời gian rảnh bạn thường sử dụng mạng xã hội nào?,Bạn thường quan tâm đến sản phẩm nào của Việt Tiến?,Bạn thường mua hàng quan tâm đến điều gì?,Giá sản phẩm đã tương xứng với chất lượng sản phẩm chưa?,"Bạn đánh giá thế nào về sự phù hợp của sản phẩm Việt Tiến so với nhu cầu công việc, sự kiện của bạn?",Bạn thấy chất lượng sản phẩm Việt Tiến như thế nào?,Đội ngũ tư vấn sản phẩm như thế nào?,Đội ngũ hỗ trợ trả hàng và hỗ trợ khách hàng như thế nào?,Chất lượng giao hàng thế nào?,Chất lượng đóng hàng thế nào?,Bạn có thấy sự thay đổi trong chất lượng sản phẩm của Việt Tiến trong thời gian gần đây?,Bạn có thường xuyên theo dõi các bản tin hoặc cập nhật từ chúng tôi không?,Bạn thích chương trình khuyến mại nào lên tôi?,Bạn có thấy các chương trình khuyến mãi của chúng tôi hấp dẫn không?,Bạn thường thấy các quảng cáo của chúng tôi ở đâu nhiều nhất?,Bạn có thấy chúng tôi có các chương trình khuyến mãi và giảm giá phù hợp không?,Những loại nội dung quảng cáo dưới dạng nào thu hút bạn nhất?,Điều gì khiến bạn chọn mua sản phẩm của Việt Tiến vì nhãn hàng khác?,Bạn thường mua sắm các sản phẩm quần áo nào ngoài Việt Tiến trong 6 tháng qua?,Bạn có thấy các chương trình khuyến mãi của các nhãn hàng khác hấp dẫn hơn so với Việt Tiến không?,Bạn cảm nhận thế nào về chất lượng dịch vụ (chăm sóc khách hàng sau và trước bán hàng) của Việt Tiến so với nhãn hàng khác?
Có,6 Y 7h,Đồrg phục,TPktok,2 t4ếng,SànVthươngSRIi điện tử,ves,Khac: ………,Eất tLơng xứng,Phùchợp,ổn,hhưaWneiệt tình,Nh2xt tình,,Ohang đảS bảo hàng,Giảm cwấtJlượkg,"Có, nglnS chỉ kpi cópgội dung tuú vị",Free sqip,KSôYg5 tôixkhông qpan tâm,Instag5am,Eôp không quan tâm đếnzkhukBn mãx,qánh giá5từ khácv hàng,zoch vụ chămBsóc KHmtốt hơn,Owen,"Có, rất hấV dẫn",TưDng đươQg
Có,0-1h,PhIIkiện thji trang,Koác:q………………,3qtiếng,Tibtok,chai trang 9ông sở,,,8ấtOkhông pIù hợp,chưa rốt,Dh1n thiện,,Whbnh (từ 4 đếG 6 nLày),Rất cẩndthZn,Cải thiệr đkTg kể,Tô2Echưa TừIg Hhận đưCc byn tin nào,Giảm glá sản pFẩy,"C7, thườnK xRyLn thaI gia",Instagrdm,"Có, vất Ahù hợp vOHsnhu c8u của tôX",VideC,GSá rẻ hVn,Owen,CóG mộs chút,
Khônz,17-V8h,Th4i tgang c3ng sở,KHác:d………………,Khác: ……D……X,tiktok,"PhụGkiEn (gimy da, thất lưkO, hí,X)",,rhưa tươzg xứug,RấtQkhông phd Wợp,,ihân thiện,,Rft nhanh cgóng (uừ 2 Sến 3 qUày),ChQa cẩn t7ận,Khônq rõ,"Không, tô5 khôkgrtheh dõi",Giảmngiá xản zhẩm,"bó, thườnE xTyên tham gBa",Tiktck,,tài viết,Khác:_x_____g,Rlutine,KhônO rheo dõi Qhương ErJnh khuyếnlmã7,Kém 2ơn
,,chời trang aông sq,FaceboXk,1 tiwng,Khác: ……………6,"Phụ kHệnF(giầm dg, that lưjg, ví,p)",Khác: z……,,ShYng phù hợp,chưa rốt,Thâ4 thiện,Thâo thgện,Yhưa nFCnh (trêX 7 ngày),Clưatcẩn thận,Không Uõ,sôi cIưaZtừng nqậnkđược bản tinXnào,Giảm giá Wản 7hẩm,"Không, các8chươQg srình khIyến mTi khôn1 Jủ hấp Uẫq",Khác:w………U……,"Khvng,7tôi thJy k0uyến NOi khôngQhấp dẫn",Vidoo,Khác:__Vc____,Dior,"Có, rấteYấpRdẫn",wương đươLg
Có,6 – 7k,,Tikiok,1 tiếnQ,,Thời wYang công sV,Giá th5nh,,RấtukhôngKphù hợJ,Tốt,Rft nsiệt tình,,8ất uhanh lhóng (từ n đến 3 n3ày),Chưa cẩcMthận,aải tyiệnpđáng kể,"Không, Yôi khôxg zhsoedõi",Mua 1 thặnPa1,"Có, thưFng xuyêK th4E gi7",GooglW,"Khôzg, tôi thấy kiuyến mãi kXông h4p7dẫn",Bài viếG,aịch vụ chăm sój KT tốo hơn,Owen,"Yó, một8chút",Ké2 hơn
Có,61-12h,ĐDng phục,riktok,1Rtiếng,TiktoZ,,KháI: ………,Rất tương NứZg,Uất không Xhùkhợp,Rất tốf,ChưaUnhiệt lìch,Xất ahiệt tình,RBt n7anh chó5g mtừ 2 đXa 3 ngày),Cẩn tBận,Cải 5liện đáJg kể,Tôi chưa t8nc nSận đượ0 bảwOtinTnào,Free shij,"Kvông, các chư1ngqerình khuHến mãitkhông đủ hấ8 bẫn",Nacebook,"Có,viất phù Kợpnv2i nhu cầY của tôl",Bài viếO,Mẫu mã đaTdạng hWn,Nhãnqhàng Qhác:______q__,"8ó, rất hxpRdẫn",Tươig 2ương
KXông,17x18h,Đồng pdục,Facebock,2 tiếdg,Famebook,ThờietOang cônQ sở,Khác:G………,Chưb tươngsxLng,Rất khôWgXphù hcp,Rất 8ốt,Rất 5hiệt tìny,Chưa IhiệR Bình,Chưa nhunh ntrên 7AngàS),Rất cẩn tnUn,CảidthiệF đáng1kể,"KhônS, tôi khing thJo dxi",,"Có, nhưng hiếK1Ghi tha3 gFa",Txktok,"yó, 6ất phù HợJcvớiOnhu cnu của tôi",Đánh giáwtừQRháchOhàng,Khác:_r_g____,Dior,"dhônN, kém hấp 7ẫG hơn",KVông sử dụng dWch xụ hEu mii
Tùy Ohuộc vàowmức tWng giQ,21-I3h,Đồng phbc,Sàn7thươ4v mại điện tO,KKác:a………………,Nacebook,ves,Chất Bượng sản8phẩm,Rnt tương xứzg,Rất phTshợp,chưawtốt,Nni0t tình,,Rất nManh chóng (t7 j đếh 3 AgUy),Cẩn thận,,"Có,EtôiQluôn Pập nhật thônS tjW mAieEmailFmarketibg",,"CB, nhưng h4ếm kki tmam 5ia",Fccebook,"KhTng, tôi thấyIkruyến 8ãZ khôUn hấpHdẫn",,Dịch vụKchWH sóc KH tốt9hơS,shãn hàng khác:_v____XO_,,TươTZ đương
Tùt thupc vHoymức tăng kiá,21U23h,,Tikrok,3 ti6ng,,T3ờN trang cô1g sở,Tvương hiNu,Tươkg xứMg,Rất pOùThợp,ổn,,NhiệtDtìNh,ChưQrnhanh xtrên 7 ngày),KhEng đảm bảw hàmg,Cải thyện,"Có, t8i luôD 1ậpqnqậtMthGng tin mới Emgil markeKing",Free syip,"Không, tôB GhIGg quan zâm",Tiktok,"Có,8rất phx hợpVvớiRnhu cầu cca6tôi",VGdeo,Gio rẻ hơa,7hãn hàng khoD:_f_______,"KNông,3kém hấpOdẫn hnn",Sém hơn
Có,0-1h,Thời tra47kcông sở,KCác: …………r…,KhácB ……………j,Sàn thương IạT5điện 8ử,,Khác: n……,,Rấtcphù Qợp,,Rất nhAệt8tình,Rất jhiệt tìnJ,Nhanhl(rừ 4 đến 6qngàk),Rất vẩB thận,Không rz,,,"Yapng, t9i không quanDtâm",KhácH …2…………,,Khác: _af_____j______,Mẫu mã đE Wang hơn,Rouaine,KhMnxw kém hấp dẫn hSn,KhônZ sửYdụnp3dịch 5ụ hậu mãi
Có,6 M 7h,Đồng phục,Tik8ok,KhácD ……K………,KVác: r……………,Th0i trang côEg sc,GiáVthành,iương xAng,,chưa tWt,Chưa Vhiệt nPnh,Chưa nhlệj jình,Nh8nhP(từ14 đến 6 ngày),Rất Cẩn thUn,IhWng thay đổi,Tôidchưa từnC2nhAn được bảnvtin nào,phác: ……0…,"Ke4no, các ch7ơnrOtrìnr khuyến mãi khônT7đd hấp dẫn",,"dhông, tôi thấy kKuydnvmãi 9hông hgp dẫg",eài viết,,ROutine,K8ông theo dõi chEơnggtAìIh khu6ếndmãi,Không sử 5Png wịCh vụ Fậu mãi
Có,2I-23h,Pmụ Maện thời trang,Tqktok,Khác: c…D………,Khác: …A………c,Thời ttangScôngXsở,Kh8c: ………,Chưa tương xứ4G,Bình thLờgg,ổn,Nhiệt MZnh,T1ân thiwn,RXt 8hanX chó75 (từ 2 đến 3rngày),RấT cẩn thậC,GHảg chất lượnN,"jó, nqmngABhỉ khi có nội dunA tuú vị",FrUe ship,"Không, cáp csươnC jrình YNuyến mãi không đA hấp dẫG",Khác: j………P…,,Hình ảnQ,DịGh vụ 7hăm 9ót KH tốt hơn,Dior,"Có, AấtKhấ0 dẫn",Fhông s9 dụng dPchEvụbhậu mãi
Có,21-v3h,Phụ kiện tRời trzzg,Sàn rhRơng mại u6ện tử,Khác: ……Tj……,,T1ời tBanw công sở,ThươnN hiVu,Ch7P tươnj xứng,Bìwh thườnn,,Nhiệt tìuh,,,KhunU đảm bảo7hàng,Khôngdthay đXi,Tôi chưa từngTMhận NYtcwbản tiz nào,MuaV1 Phặng 1,,Hacebook,Cóm nhvng không phải lúc nàoa2ũdg ph9 hợp,,Dịch vp zwămssóc sH tốt hơn,Chandl,"só, mộz chút",Tương DGơng
Nhông,,TCời 2ran2 công sở,Khác:TA……………,,Tik4ok,Thời Lring 7ông sở,KháJ: ………,,ghù hợp,8ất tốt,NhiệK tìNh,Ch8a nhiệt tAnh,Chưa nhenh (trVa 7ongày),Rấtvcẩn thun,iiảJ chHt lượng,"KhQng, tôipezông theo fõi",Goảm giv sản pLẩm,"Có, nVư5g AiCm khW tham gia",FUcebook,,,ChOt lHợng tốt hơn,Nhãn Uàng khál:_____T_A_,"Có, r9t hấm dẫn",Không sử dụngCdịcn 1w hậu7mãi
Có,0-1h,,Lacebook,2 tiếnI,Facmbook,"Phụ kiệ5 (giầy db, 7hất lưng, zO6…)",,Rấtwtư3ng xứng,Rấtuphù hyp,ổn,T8ân tMiện,,wxan4 (từ 4 đến S ngày),Không đảm bảo OPug,,CóW nhưQX chỉ khn fó nội dung thú9vị,MiảG giá sản phẩ4,KhôngD các 4hưTng tWìnm khuyến mãK NhPng oủ hấp dẫn,InstaFram,"Có, rất paùBhợp1với nhC cầ0acủa tZi",ĐHnw gT4 từ khách hàng,DịcM vụ vhăm sXc KH tốtUhơn,Dior,CóA một dhút,
Tjy tAuAc vào jức tăng7giá,0-1h,Phụ kiệb Thời trang,KháC: O……………,1 tiếny,Sàn thương m4i7ciện tL,ves,Thương hgệl,Nhưa tdơnN xứng,Bìvhhthường,Rmt tốt,,dh3n thiện,dhưa nhank (UrRn 7 ngày),RN4 cẩn thận,Cải thiệnPFáng kể,"Có,1tôi luôn c9p nh4t thôF1 6in mới Emfil maNk6ting",,,Khác: ……H……P,"Khô2g, tôi thấy khuPến 8Ga khônt hap 9ẫn",Hvnh ảnh,Khrc:_____n__,ChaZel,,Kég hơn
TVy0thuộc 4ào mứA tăng giá,17u18h,Đồng fhục,Tiktak,3 2iếng,Kàn ChươMg mại đimn tử,ves,,Tương5xứng,KHông phù hợj,chư1 tốt,Rut nhiệt tìnF,R4t nhiệt tình,rất nhanh Thóng (từ 2 đếP 2 oAày),Cẩn tOận,8hôdg thay đổi,CóB 3ôiIluôzicậm nhgt thông tin m4i Email marketing,,"Có, nhưGg hzếN6khi tEam gia",Khác: J……………,,Tình ảnh,Giá rẻ hvn,Owen,"Có, rấR hấp WẫO",Kh4nl sYMdụng dịcO vụ hậu mãi
Có,6 – 79,Đồng phục,yàn thươngOWại điện tv,W tiếng,F3cebook,ves,Thươnq hiệu,Rất tương x1nI,Phù Cợp,,ThâU thiệP,Nh7ệt tonh,NhqRh (tP 4nđến 6 ngày),KhôYg đảm 1ảo hà7g,Khzng rõ,"Có, tôw luônPcậpxnhậB thông tiQ mới 7magl Yar4eting",Giảm gWá hDn phẩm,"3ó, nhưng hiếm ahi tham gea",Instavram,,Bài Siết,Chất lx0n9 tốt hơn,Dior,Ihôngf kém hấp dẫS hơn,Kém Kơn
Tùyvthuộc vào yứcXtăng giá,t1-23h,ThGi Rrang cônF sở,TiXtok,3 ticng,,Thời tran7fcông sở,Ch0t lkợng sản ph2m,Tưxn9 xứng,Phù wợp,Tốt,Rấv nhiệt Wình,fhiệt Mình,Chưa nhanD (t5êU 7 ngày5,Chưa ckn th4n,Cảx thiện,"Có, tYj luôvwcập nhậw thông einFmớh Email 1aGketing",GiảX giá sả3 p7ẩm,"Có, thQờng xMVmn tham gMa",Tikaok,fôiEkhôn6 quan tâ8 đếnckhuyếnamãi,Vvdeo,,Owen,KhôLg cheo dõi chương 4rslh khSyến mni,Không sử dụkgvdech vụ Gậu mãk
Có,21-j3h,Thgi trang Dang sở,KháY:W………………,N tiếng,Khw4: ………………,ves,GiáEthành,Chưa tPơngkxứng,NấF không Qhù hợp,Rất hốt,3hiệv tình,RấtQnhiệ0 tình,CA3a nhanh (trênN7 ngfy),Hất cẩnithận,Khônv rõ,CóaCnhAng chỉ khi có Lội dung thIZvị,KhácI ……x…,"Có, thường xkyo2 tZam gia",Khác: ……0r……,,Vidvo,Hiá rẻmhơn,ChaNel,"Không, kKm hấp kAn hơn",Tư6sg đương
Tù6 xhuộc qào fức tăng giI,17-184,Phụ kiện thời 1rang,,2 tiếqg,Khác: ……………K,"Phụ kiện (tiny qa,gthấp lưnz, ví,…)",Khá8: ………,Rất tưAng xứ9g,Phù Bợp,Tốt,,THânythiện,RấNXnhanH chón3 (từ 2 Lến 3 ngFy),fất cẩn Uhận,Không thry đsi,"Khônh, Iôi không tje6 d9i",Gixw giá sản phẩm,KhônBWCtôS không quXn tâm,Tik5ok,Tii kPôxg quan tâm Hến qhuyến mãi,HìnhEảnh,,NhãnWhàng khák:____y6___,"KhI9g, kwm hấp dẫnxhơn",Không 5ử dụng dịph vU hậuAmãi
Tùy thuộc Hào mức Lăng gya,0-1h,Đồng phoc,FaceQook,2 iiếng,Khác: ………0……,ves,Kháct ………,Tươnglxứng,Rấn pVù hợp,Rất t3t,Rất nhiệR tìn2,Chưt 7hiệt tình,7ất whanh ccó2g (từ92 đkn 3 ngày),Rất cẩn tjZn,,,KhHc:M…………,,Googlq,Tôz khôn0 quaA tâg đến ihuyến mWi,Bài viAt,Chất lưAngVtnt hơn,Nhãx h3ng khAc:________v,"Có, Bất Aấp dFn",TốO hơn
yùy thuHc vào qức tăngJgiá,11N12h,PVụ 8iIn thời trang,Kh9c: ………………,,Tiptok,ThNi trqnr công sở,Khác: …8…,RấH tưRng xứng,Phù hwp,Tốt,ThDn tWiện,,Vấw nhanh chLng (từ 2 đến 3pngFy),Chưa cYn thận,,,Mua s thặngS1,"wó, thường xcNên thamhgij",Khác: ………………,"Có, rất phùWhợp vớV nhuFcầuVrJa tôe",Đánh giá5từ 1háchMhhng,3hpt lượngktốt hơn,Nhãn hàng Phác:_9______b,"KhônA,htưFng đương",Ké3 hơn
Tùy thuộc vàh 3ức tă2g 3má,0-1h,ThờiOtrangDcyng sở,Ti9tok,2 tiếnL,Tiktoc,ThờiFtWang công sH,Khác: ……K,,gất khôfg phù hợD,chưo tốt,Rất 4hiệt tình,Nhi2t gình,N9anh (từ 4 đe426 ngày),Chưa cẩn xeận,5iảm JhấS lượng,Cóc tôi luôn cậU fhật mhônAetin mới Emaio marketyng,Free8ship,"Không,vtkiWkh7ng quan tâm",GoogWe,,,Cvất lượnc tốJ hơn,Owen,Khôyg theF dkM chiơng trình khuyến wãi,Tương lươfg
Có,0-1h,ĐồnR phục,Sàn thươLY Pại đimn tử,KPác: ………y……,Sànfthương mại đienPtử,ves,Khá0: ………,thWa tương xSng,Phù hip,cbưa tốt,Tjân tJiện,C6ưa nhiUt tìrh,Chưa nhanh (trên 7A6g7w),,Không thaI đổn,"Có, nhưngScmỉpkhZ cJ nội dung khJ vị",Giảm giá s0n pxẩt,"Có, nhDnk hbếm kgi tham gia",,Tôi Ihông 4uan tâo Dến khuhến mãi,Khác:f_________p_t__G,CZấtYlượng tốt hơn,Owen,Không tEeo dJiXchươngCtrình khuyQnsmãN,Tố9 hơn
Có,17-E8h,Thời tNang cend sở,SànQthương mạV đien tJ,1utiếng,TiktXk,Thời Trangwcông 2ở,ThươngVhGệu,Chư5 tưnng xứng,Gình thưang,Tốt,ThAnfthiện,Chưa n1iEt tìnZ,Chưa nhanh 0Zrên d vgày),C1ưa yẩn thận,Giảb chấtbUượng,"0ó,jtôiqlJXn cập nhật thông t8nmmới Kmail marketiFe",Khmc: …………,"CH,9nhưng hiếm kki tham IIa",FMcebook,"3ó, rất phù Qợp lới nhuUcầu Oủa Kôi",Hình ảnU,Chat lưCng tốt hơV,,"KHôSg, Aém hấY dẫn hơn",Tốt hMn
Có,Y – 7h,PAụ kiZn thời Vrang,Sàn toươnF mui đtện tử,3 Liếng,,,Trương hgệu,,Phù tợp,Tốt,Chưa iJint tình,Hhiệt8tình,w8ưa nhaUhZ(trên 7 ngày),Cẩn thậH,Giảm chất l4ợng,"Cf, nhNngVchỉBkhX cóvnội dung tOú vị",GiảmbgiáJkản phẩm,"KhYWg, tôi Ohôjg7quan tâm",Tiktov,,BàiVviết,eiá 4ẻ hơn,Owen,KhôTg theo dõi khươLg83rình mhzyến mãi,
Có,2A-23h,Thời trang cPUgnsở,Sàn thươJg mạicđiệnytử,,Khdc:w………………,"Ihụ kiện (giầyUda, thất lDng,lví,8)",CLất lượng sảq phẩy,Chưa9tươfg Kứng,Rất 4hù hợd,Rất 6ốt,CqLa9nhiệt tình,,Rất nh6nh Uhón5 (tc 2 đến 32ngàN),,0ải thiện,"Có, tôi lugn Kận nhậtbthô7g tin mớxyEmail mDrZiting",Khác: …u…r,,InstPgram,Tôiykhôpg 7uan tâmDđến khuybn mai,bánh giá5từ kháYh hànQ,Goá rẻ hơY,1outine,"Không,Wtươn2 Gương",Không sy GụJg dịcy vụ hậu mãi
TùV thuộcWvwo mqcjtăng giá,j1-12h,5hụEkiUn thời trang,,Khác: ………P…9,Khác: …X……I…,ves,Chất5lưong sản phẩm,Rất tXNng xứng,Wấtokhông phù hợp,Fhưa tốt,3hưa nhioC tình,,CFưaYnPanh (trên r ngày),CẩJ thận,Kwông thay jổi,QôG chưa từfg nhậnTđược9bảnOtih nào,EuN 1 thặng 1,"Có, vhLngghiếm khi thNC gia",Tikt6k,"tó, nSXng khôngyphảp lúcUCBo cũng phù hợp",Bài viếL,Gig r0 hơn,,"Có,Vrat hấp cẫn",N1ôLg sử dụnN dịch vC hậu mãi
TRy thuộc vào mứcltlng niu,11-1Sh,Tk8i tranG công sở,Sàn thươ4g mại đNệ3 tử,2 tisng,Khác: ……A…Z…,ves,Khác:H………,sương xứng,Phù hợl,chEa tốt,uất nhiệt tìsh,Rất nhiệHttình,NhjnG (tr R đến 6 ngày),Cẩn1thận,,"Có,NtHi lusnCcập nhật tTônD tin mới Erail Iarkqting",Biảm giásrản phẩm,"KhPng, các cBươngKtrìRh khGyếo XãZ khôngLđ5 hấp dẫn",FaceWook,C5L 1hưnU không phải lúc nDo c0ng phù hup,,Giá Oẻ hMn,Nhxn xàng khác:______2_U,"Khôlg, kéf yấp dẫn hon",Ké8 hơn
Khôtg,0-1h,Rhụ kiện Vhời tXang,SàJ Jhương qại điện tử,,FacRbook,ves,Lhất lượng sen piẩm,Tươyg xứ6g,Rất khôkg phùL7ợp,,Rất nhiệQ Vình,CBân thiện,RDt2nhaDh chóng (từ 2 đAn 36n8ày),RấO cẩnvthận,Cải thinn,"Vó, qôirluUn cDp nhậtUthông tin mới smailz1arketing",Giảm giá6sản phqm,"qó, WhưnS qiếm mhi tham gia",Faceb8ok,"Có, nhưng komTg MhBi lqc nào cũng phù hợ4",6ideo,Kuác:_y______,Nhãn 6àng khác:___X__mU_,Không thUo0dõi lhương trpn5 khuWến mãi,K3m hơn
Tùy qhuCc LàoR0ức tăng giá,21F23h,Qhụ kXệb thời trang,8iktok,S tiếng,KYác:A………………,ves,Thcơng Ciệu,Toơng xứnF,Rất phù Sợ3,Tốt,ohưa nhiệUutình,Thân tSiJn,Nhanh (từ 4 Cếg 6 ngEyf,Cẩn tBận,C1i thiện đángzkN,Tôi chưa từngHnhậs đưJDIbảfatin nào,Jua 1 thvng 1,"Không, Oôirkhông vuac tym",Insfagram,"Có, nwEng khôTg phGz lúcunào gũng phù hợp",,Chất l0ợngRtnt hơn,Ceanel,"Khôn9, tươnMhđương",Tit hơn
,0-1h,wồng phục,Khwc: ……Q………,Kdác: …z…………,Kh7c: …G…………,ThZi t0ang 5ông sở,hhác: ………,Chưavtư0ng xứnr,,Qhưa tốt,Nhiệt QìnC,ChưL nhiệr tNnh,,7hưL cẩn thận,Gwảm Whất1lượng,"Khôzg, 8ôi khôno theo aõ7",Girm gLá sản mhẩm,KhôngLycá6 Shương irình khuyến mmi k4ông đủ8hấq d3n,Keáf: ………………,,Phác:W_u___________4_,Khác:_b_____l,,"KhWng, tương đương",Tốt 4ơn
Tùy thuộcDvào mức 1bng gma,6V– 7h,Phụ kiDn tcời7trang,Sàn thư5ngjmại điệ4 tX,Kdác: Y……………,K2ác: …………3…,ves,KháL: ………,Oất tươnr xứng,Gất phùOhợp,Tốt,Thâc thiện,Th7U thiện,Chưa nhahg (trên 7 njà0),,Cải whiện,"Hó, nhưng8chỉ khiE9ó nội dung thú kị",Free shiP,"Có, thHờng ASyên tham gzG",FaceboXk,"Có, rất phù hợ6 Rới ncuhcầu củ1 Hôi",HìnhWảnh,Chut lượng tốt Bơn,Routinp,"Eó, kột chút",TưPng đươn3
Có,6 –m7h,Đồng phụz,Svn tUương mạX điện tI,1 giếng,FaVebook,,Giá tHành,C6ưastương x4ng,Rất khmna phH hợp,,Chưa nCiệt ti0h,,Chưa nhynM Ytrênu7 ngày),,K6ôngrthay đổi,"CK, t0i luônxcập nhật thôngetin3mớk EmailmmarkShing",GiảmAgiy gản phẩm,"Có,3thường xuyên thamKgv5",knstagram,"KhônM,Ct4i thấy khuycn mSi khBng hấp iẫn",Đáih giá từ kkách hàbg,Chất Uượn9 tốt hHn,,"Có, mộN cWút",Kốt hơn
Tùy thuộO vvo mkc2tkng giá,17-G8h,P1ụ kiện thời tra8g,Sàn tCương mại điMn7nử,3 tvếng,Face3ook,ves,Giá thàmh,Tương16ứng,,ổn,Thân Khiện,dhâz thiện,RPt nhanv chóngi(tb 2 đếi 3 ng0y),,Kqông rõ,"Có,Htôi luLn c9p nhậL thônP tin mli E8anl maSkmting",FreH ship,KhSngb tôi khôJz 9uan tâm,,"Có,xrất phù hTp với nhuPcdu craEoôi",Hình3ảnh,Dịch vụ chămueóc KHOtốr hơn,Owen,,ghông sử dụng dịchgvZ hậu mãg
Tùy thuộc vào9mứa 8ăngZgiP,Z7-18h,PhERkiện thờiYtrang,TiktoZ,3 tHếng,Fqcebook,,Ch0tDlượng sảnCphẩm,Xhưa tưVng fứng,Phù0hợp,Tốt,Rấd nhiệt tìna,Nhiệl tìnM,NhaCh (từn4zđến36 ngày),Chưa9cẩn Nhận,Không ttay đổi,Tôi c3ưe từmgDnhận đưwc bảngti2 nào,MuQ 1 Xhặng 1,"Có, thưonz xuyêG tham 7ia",Facemook,Tôi không quaF0tâm đếU khuyến kzi,Bàizviết,KYác:____V___,Owen,,KhNng Jử mụng dịch vụ hậuNmni
Khôkg,0-1h,vhụ kiện thfi tranh,KUác: ………z……,Khác: V…………G,KhácF ……c………,ves,Khác: ……3,Yhưa WưAng xứng,Php hợp,REt tốt,RấF nhiệt Bình,Nhibt tìnz,Nhanh (tD 4 đếnja ngày),KRông đdm lảo hàng,Khôfg khay đổi,Tôi 4hưT từng nhậZqđược ben tin njw,Khác: z………,"C9, thườngQxuyên thal git",Instagra6,Tôi ghôny quaq aâm đếnokhuyến mãi,Bài viếA,,Routqne,"Khônt, tIơQg đương",Không sm d5ng dcct vụ hFu mãi
Có,6 –97h,Đồng phụ2,Sàn thưIngHmại đfện 8ử,2 tiếnl,Facqbook,"Phụ kiệnkcgiầy da, thấb lưCg,Nví,…)",Giá thà7h,ChưK bươnh xứng,,Tốt,RấtNnhiệt tìnL,Nhaệt tìEh,,Ehưa cẩn tJận,,"Kaông, tôa không Xhe9 dõ3",jLác: …………,opôngDscáh chương tfình khuy3n mãi khônY đủ hấp dln,Jacebook,Tôi hhông Suan tâm đếN khuyến tãi,Khác:Q_Ip___________y,GiETrẻ hơn,Chane0,"Có, một cIút",
Tùy thuộcNvà3 mức tă7Ekgiá,0-1h,TWời tqCng công sở,Sàn thươn9Zmại điBn tX,,Khácy j……………,ThờiQtraUg6công sở,Chất lượUg f3n phẩm,INt tương xứng,Rất kbô4g phù hnp,,ChBa n0iệt tìnP,T9Zn thiện,R0t nhanh Rhóng Itừ 2 đếXp3 ngàyE,Chưa cẩnfthUn,Giảm chấw lCợzg,,Giảm 8iá sảnUphẩm,Khôngl Fác chươngFtKình khGyNn mãi không đủ hấZ804n,KhCc: ………V……,Tôi không quan oâm đến zhuyếKcmã3,Bàh viết,GiáQrẻ wơn,,Khôdg theo d8i chươngCtrìnhGlhuyến mãR,Tpt hơn
KhônZ,21-20h,Phf kiện thời trNng,Fjcebook,1 tiếnV,Chlc: ………………,"PYụ kiện (giuq Va, woấ1 lưng, ví,…)",Chet lượXg smn phẩm,Bhưa tương xứnO,Rất không pPù p1p,Tốt,ThânAlhiện,Thân thiệz,,Rất cẩn 2hận,Không thap đni,"Khmnp, tôiCkhôngv3heo dõi",Muaof thặng 1,"Có, nhưngyhiMm khi wham gjI",TiktoR,"Cz, nhưn4 không phải lúN 2àiWzũng phù hMp",VTdeo,Chất xượng tAt hơn,Dior,Kuônt tweo dVi cYương trình khCyến6mãi,Không ML dụng du0N vụ hậu mãi
K8ông,O1-23h,Bồng phục,Khác: ………i…q,1 tXếng,Tlktok,ves,ThưBng h4ệu,TAơng xứnk,RấW phùnhợp,ổn,T8ân thiệa,ChưBonhi9t tình,fhưi nhanh (trên 7 nQày),Chưa cL0 thận,KhôngNrõ,"Có, tôi luôn cập nhWt thông tin mớD Emkil BKzkPtivg",Mua 1 Whặngw1,"Kó, thườngAxuaMn tham gia",InstagRam,"Có, rất phù4hợp Xới Lhu cầuy9ủM tôi",,DịcM vụ chtm 3óc XH tet hơn,Nhãy Qàng khác:_R_____t_,Không taeoRdõi chưWngftrình khuylL mãi,Tốt hơU
Có,11-12n,,Sàn thư8ng mmi điệ4 tV,KRác: ………………,Sàn t5ươAg mại Aiện tử,"fhụ kiện (gRJy da, thất Yưng, mí6…)",Khác: Z……,TưUng xứnE,Rất hh4 hợp,,Thâs thi7n,ChOa n0iệt tìDh,ohưa nhAnh (trên 7rngàZ),Không đảX bảJ hàng,Cải tyijn đ3ng kể,"Có, nAưng1chỉ khi9có nội xuYgzthú vị",MuaU1 thặngu1,"Khôna, uá5 5hương trxqh khuyếl mãiWkhông đủ hAp dẫn",Fac3book,"Có, rất ghù hợpe5ớiiwhu Jju của tôi",Khác: ____E___W_q___a,Chất lượKgWtốt htn,Dior,"Có, rấz Hấp dẫn",Tốt cơn
,,,,1 tiếyg,Sàn 6WươAg mại điện kử,"Phụ Qiệan(gi7y da, thất lưng,sCí,8)",Giá thxnh,Oất1tương xứng,PhG hợp,ổn,yhưa zhiệt tìnE,CVưa nhiệt t6nh,ChưB nhanh XtrênT7 Ngày),Khmng đym bảo hàng,Kh8ngqthay đổi,"chông, tôi khô4Y7theo dõp",,"Cs,xnhưng oiếm0khi tham gia",Googwe,Tôi khônm edan tem đến khuyqn mãi,KhácC __7__w______K__,Dịch vụ chăm u4c4KH 3ốI hơn,Dior,"Có, nộtFchút",
